ID,TOKEN,LEMMA,SENTENCE,VERB SEMANTICS,language,PoS
POE4_LEO_CANT00_1,trascorra,trascorrere,"Mentre nel mondo si favelli o scriva . Prima divelte , in mar precipitando , Spente nell ' imo strideran le stelle , Che la memoria e il vostro Amor trascorra o scemi . La vostra tomba è un ' ara ; e qua mostrando Verran le madri ai parvoli le belle Orme del vostro sangue . Ecco io mi prostro",00422644-v disappear gradually,Italian,verb
POE2_ARIOS_5CAN_1,incorre,incorrere,"stato , o dato in preda degli inimici , par che 'l suo error veda . Per non saper dal finto il vero amico scernere , in tal error misero incorre . Di questo vi potrei , ch' ora vi dico , più d ' un esempio inanzi agli occhi porre ; e senza ritornar al tempo antico , n '",02726906-v make oneself subject to; bring upon oneself; become liable to,Italian,verb
POE3_TAS_GERU00_1,precorsa,precorrere,"le quai , trovando liberi e sforniti i passi de' ' nemici a le frontiere , in corso velocissimo se 'n vanno là 've Cristo soffrì mortale affanno . Ma precorsa è la fama , apportatrice de' ' veraci romori e de' ' bugiardi , ch' unito è il campo vincitor felice , che già s ' è mosso e che",02571406-v act in advance of; deal with ahead of time,Italian,verb
LET5_MOR_INDI00_1,percorsa,percorrere,". . "" Non ho mai pensato che . . . "" incominciò Leo ; ora tutti comprendevano che la gelosia della madre aveva trovato una via e l' avrebbe percorsa per intero ; tutti prevedevano con noia e disgusto la meschina tempesta che si addensava in quella luce tranquilla della cena : "" E lei caro Merumeci "" continuò Mariagrazia",01995963-v travel along a certain course,Italian,verb
LET5_DEL_CANN00_2,aggredito,aggredire,"Egli s ' aggirò un po ' intorno a se stesso come una trottola , con la mano sulla nuca , e cadde , lontano dal punto ove mi aveva aggredito . . . Io credevo lo facesse apposta . . . Attesi . . . attesi . . . che si sollevasse . . . Poi cominciai a sudare .",01122487-v attack someone physically or emotionally,Italian,verb
POE1_ALIG_COMPD_2,precorre,precorrere,"e a te non ricorre , sua disianza vuol volar sanz ' ali . La tua benignità non pur soccorre a chi domanda , ma molte fiate liberamente al dimandar precorre . In te misericordia , in te pietate , in te magnificenza , in te s ' aduna quantunque in creatura è di bontate . Or questi , che da",02571406-v act in advance of; deal with ahead of time,Italian,verb
TEA2_LARIO_CASP_1,incorrere,incorrere,". \ Ah , ah , ah , ah , ah ! \ Vorrei che Caridoro da l' altra parte veduto avessi simulare di lui pietoso , ma timido di incorrere in la inimicizia di suo patre , e pregarlo che se gli levassi di casa , e non volesse essere cagione di volerlo mettere in disgrazia di quell ' omo",02726906-v make oneself subject to; bring upon oneself; become liable to,Italian,verb
TEA4_MAN_ADEL00_3,percorresti,percorrere,"destina ! \ Ed io La compirò . @ . Pensa , o Latino , e certa Sia la risposta : a cavalieri il passo Dar può la via che percorresti ? \ Il puote . E a che l' avrebbe preparata il cielo ? Per chi , signor ? perché un mortale oscuro Al re dei Franchi narrator venisse D",01995963-v travel along a certain course,Italian,verb
LET2_MACH_DPDTL_2,incorrono,incorrere,"insieme non me ne maravigli e dolga . E tanto più , quanto io veggo nelle diferenzie che intra cittadini civilmente nascano , o nelle malattie nelle quali li uomini incorrono , essersi sempre ricorso a quelli iudizii o a quelli remedii che dagli antichi sono stati iudicati o ordinati : perché le leggi civili non sono altro che sentenze date",02726906-v make oneself subject to; bring upon oneself; become liable to,Italian,verb
LET4_MAN_FERM00_1,progredire,progredire,"stretta comunque ne fosse uscita , e corse tosto col pensiero a proporsi di volere prima di fare un altro passo meditar ben bene se le conveniva o no di progredire , e di non lasciarsi cogliere così alla sprovveduta . Con questo pensiero ella fu condotta nel parlatorio . Qui rinnovati i complimenti , la badessa pregò gli ospiti di","01996535-v move forward, also in the metaphorical sense",Italian,verb
LET4_VER_SAFF00_1,provenisse,provenire,"si maravigliavano , che così una timida e inesperta donzella superasse nel coraggio gli uomini avvezzi agli inganni del mare ; né potevano distinguere se da animo grande e reale provenisse tale intrepidità o da una insensata inesperienza . Quando ecco ella diede segni ben più maravigliosi , perché alzandosi disse : "" Siate di buon animo , che io reggerò",02631097-v happen or occur as a result of something,Italian,verb
POE4_MAN_GIOV01_1,Concorron,concorrere,"addusse , ed alto in un sedil si pose . Qui se alcun voglia gareggiar nel corso , con doni i cori alletta , e i premj pone . Concorron Teucri d ' ogni parte e Siculi . Niso ed Eurialo primi ; Eurialo insigne di fresca giovanezza e di beltade , Niso di santo amor pel giovanetto . Cui",02062918-v move hurridly,Italian,verb
POE4_MET_CANT02_1,sovvien,sovvenire,"ciascuno in te sua speme , Come t' ammiri ognun , come rammenti Le amorose tue cure , e qual ti renda Del benefico amor grata vicenda . A chi sovvien come tu volgi altrui , Sol che ricorra a te , benigno il ciglio ; A chi , qual dier pronto soccorso a lui La tua man , le tue",00725311-v come to one's mind; suggest itself,Italian,verb
TEA2_LARIO_SUPP_1,incorre,incorrere,"lo voglio un po ' squadrar , s ' ha l' aria D ' un ser capocchio , come ben debbe essere . \ @ \ Chi va pel mondo incorre in gran pericoli . \ Gli è ver : se questa matina a Garofalo , Passando il fiume , si fusse pel carico La nave aperta , tutti affogavamoci ,",02726906-v make oneself subject to; bring upon oneself; become liable to,Italian,verb
LET4_LEO_OPMO00_3,interviene,intervenire,"dai morbi e dalle calamità , fossero meno pronti che per l' addietro a volgere le mani contra se stessi , perocché sarebbero incodarditi e prostrati di cuore , come interviene per l' uso dei patimenti . I quali sogliono anche , lasciando luogo alle speranze migliori , allacciare gli animi alla vita : imperciocché gl ' infelici hanno ferma opinione",00340744-v come to pass,Italian,verb
LET4_DAZ_ETTO00_2,occorso,occorrere,"la compagnia . Non si sapeva quale impresa fosse per fare dapprima . Ne feci motto alla Ginevra , la quale , udito da me alla fine quanto le fosse occorso , ondeggiava in varii pensieri senza sapere a che risolversi . Con molte parole le mostrai che in modo nessuno le conveniva tornarsene a Roma , ove il Valentino avrebbe",00340744-v come to pass,Italian,verb
LET4_MAN_PRSP00_1,trasgredire,trasgredire,"aveva detto un di que ' bravi ; e , al sentirsi rimbombar quell ' ehm ! "" nella mente , don Abbondio , non che pensare a trasgredire una tal legge , si pentiva anche dell ' aver ciarlato con Perpetua . Fuggire ? Dove ? E poi ! Quant ' impicci , e quanti conti da rendere","02572443-v act in disregard of laws, rules, contracts, or promises",Italian,verb
TEA4_MET_ZENO00_2,trasgredito,trasgredire,"core , E lasciami partir . \ Numi ! e tu prendi Sì scellerato impiego ed inumano ? \ Il comando è sovrano , e a me la vita Costeria trasgredito . \ E qual castigo , Qual premio o quale autorità può mai Render giusta una colpa ? \ Addio . Non venni Teco a garrir . Nella proposta scelta","02572443-v act in disregard of laws, rules, contracts, or promises",Italian,verb
LET4_VER_ERAT00_2,Sovvengavi,Sovvengavi,"primieramente la cagione motrice del mio eccelso disegno non fu già quella per cui tanti capitani e conquistatori , esultando per le vittorie , depredarono i più ricchi templi . Sovvengavi di quello di Mileto consegnato alle fiamme da Serse dopo averne rapiti i tesori , e di quello di Delfo saccheggiato più volte per la sua opulenza . Né giovò",00725311-v come to one's mind; suggest itself,Italian,verb
POE4_LEO_CANT01_2,precorre,precorrere,"travaglio usato Ciascuno in suo pensier farà ritorno . Garzoncello scherzoso , Cotesta età fiorita È come un giorno d ' allegrezza pieno , Giorno chiaro , sereno , Che precorre alla festa di tua vita . Godi , fanciullo mio ; stato soave , Stagion lieta è cotesta . Altro dirti non vo ' ; ma la tua festa ch'",02718318-v be earlier in time; go back further,Italian,verb
TEA4_MON_CAIO00_1,trasgredita,trasgredire,", o Gracco . - Seduttor te chiamo del popolo , te solo , e tel dimostro . Tu suscitasti di Stolon la legge , che , ognor promossa e trasgredita ognora , son tre secoli e più che squarcia il seno della torbida Roma . - Or voi , Quiriti , datene tutti attento orecchio : udite la ruinosa di","02572443-v act in disregard of laws, rules, contracts, or promises",Italian,verb
POE4_MET_CANT02_2,trascorre,trascorrere,"a ' versi miei Un sì degno soggetto e sì fecondo ? Ben di quei pregi , onde ricolma sei , La maggior parte ubbidiente ascondo ; Ma se talor trascorre il labbro audace , Quel ch' ei dice , ah condona a quel ch' ei tace . E se degg ' io , benché il desio lo sproni , Tener",02055618-v move past,Italian,verb
POE2_ARIOS_5CAN_2,prevenirli,prevenire,"mosso Tassillone anco non s ' era . Tassillon , de Boemi e de Sassoni esercito aspettando e d ' Ungheria , alle squadre di Francia e legioni tempo di prevenirli dato avia . Carlo fermò ad Augusta i confaloni , e mandò all ' inimico ambasceria a saper se volesse esperienza far di sua forza o pur di sua clemenza",02571406-v act in advance of; deal with ahead of time,Italian,verb
